,CompanyName,number_of_permits_applied_for,PlanReviewAverageDays
5653,DE ARMAS WOOD FLOORS CORP,2.0,24.5
5654,Constant Cooling Inc.,2.0,1021.5
5655,MIAMI SYSTEMS  INC.,2.0,46.0
5656,TOP ELECTRIC SERVICES CORP,2.0,55.5
5657,DBH AIR CORPORATION,2.0,62.5
5658,DECKS DOCKS & BEYOND LLC/DBA ARCHADECK OF MIAMI,2.0,37.5
5659,High End Audio Visual Inc,2.0,1.5
5660,FERGUSON MARINE SERVICES  AIR CONDITIONING & REFRIGERATION  LLC,2.0,197.5
5661,OZZYS GOLDEN CONSTRUCTION  INC,2.0,20.0
5662,ALL FLORIDA ELECTRICAL CORP,2.0,91.0
5663,WINDOW MAN OF SOUTH FLORIDA,2.0,18.5
5664,Espinosa Powder Coating and Decorative Fencing LLC,2.0,122.5
5665,TOMAS LUIS BUILDING CONTRACTOR INC,2.0,57.0
5666,DO NOT USE DUPLICATE COMPANY,2.0,13.0
5667,AIR ZONE MECHANICAL INC,2.0,3.5
5668,Feligou Construction Inc.,2.0,158.0
5669,SUNSHINE PLUMBING & MECHANICAL LLC,2.0,607.5
5670,Signs of Tampa Bay LLC  DBA Sign A Rama of New Tampa,2.0,133.0
5671,DAVID VIERA  LLC,2.0,14.0
5672,N W SIGN INDUSTRIES OF FLORIDA INC,2.0,28.5
5673,DIXIE PLUMBING INC,2.0,338.0
5674,A Custom Electric Solution Inc.,2.0,599.5
5675,Uribe Construction inc,2.0,57.0
5676,KELLY BENSON ELECTRIC INC,2.0,557.0
5677,SOUTHERN MECHANICAL SYSTEMS  INC.,2.0,209.5
5678,CENTRAL FLORIDA EQUIPMENT RENTAL INC. dba CENTRAL CIVIL CONSTRUCTION,2.0,7.0
5679,BJ BURNS INC DBA DORM READY,2.0,161.0
5680,BLUE  FLAME GAS SERVICE,2.0,365.5
5681,AMPLUS AIR CONDITIONING CONTRACTOR  INC.,2.0,383.5
5682,VEZES IL CONSTRUCTION CORP,2.0,30.5
5683,AAJ ADVANCE ELECTRICAL CORP,2.0,108.5
5684,JWM BUILDERS GROUP  INC.,2.0,498.0
5685,AIR KING MECHANICAL CONTRACTOR INC,2.0,153.5
5686,FELIU ELECTRICAL CONTRACTOR INC,2.0,31.5
5687,Horizon Electric Inc Dba Horizon Security Systems,2.0,23.0
5688,MIKEMAR TILE INC,2.0,1.5
5689,Allied Contractors Group  INC.,2.0,38.5
5690,BOSS CONSTRUCTION GROUP INC,2.0,55.0
5691,OV Home Remodeling Inc,2.0,22.5
5692,INTERNATIONAL ROOFING LLC,2.0,23.5
5693,AMADI ROOFING INC.,2.0,24.0
5694,D M G CONSTRUCTION COMPANY INC,2.0,47.5
5695,AB & K AIR CONDITIONING  CORP,2.0,73.0
5696,CASPRODE LLC,2.0,80.0
5697,Alpha One Security Solutions LLC,2.0,1.0
5698,REINCOFL CORP,2.0,12.0
5699,BBT CONSTRUCTIONINC,2.0,133.5
5700,VENTURA ARCHITECTURE DEVELOPMENT INC.,2.0,138.0
5701,MACCABI LANDSCAPE CORPORATION,2.0,643.0
5702,FLGC CONSTRUCTION  INC,2.0,25.5
5703,ARGEN GLASS L.L.C.,2.0,26.0
5704,ANY TIME PLUMBING CORP,2.0,278.0
5705,VISION CONTRACTORS INC,2.0,148.5
5706,D B K INDUSTRIES INC,2.0,102.5
5707,MIKES PLUMBING & A/C SERVICE  INC,2.0,1.0
5708,Pro Cooling Inc.,2.0,116.0
5709,NATIONAL CONCRETE AND PAVING LLC,2.0,245.5
5710,Ross Brothers LLC,2.0,188.5
5711,BURCORP LLC,2.0,126.5
5712,Weisse Builders LLC,2.0,6.5
5713,Prodesa International LLC,2.0,1220.0
5714,The Dock Experts LLC,2.0,205.5
5715,ALLSTATE GENERAL CONTRACTOR & DEVELOPERS LLC,2.0,17.5
5716,ELITE 1 SERVICES  LLC,2.0,2.5
5717,Green Home Builders Inc,2.0,113.5
5718,INTERTECH CONSTRUCTION CORP.,2.0,214.5
5719,LUIS DUQUE CORP,2.0,93.0
5720,FLYING A SECURITY SYSTEMS INC,2.0,3.0
5721,SOUTHERN TROPICAL ELECTRIC INC,2.0,160.5
5722,Perez Welding  Inc.,2.0,102.0
5723,Aleman Windows & Shutters Inc,2.0,11.5
5724,GUARANTEED FENCE CORP,2.0,59.5
5725,NETLOGIX CONSTRUCTION DEVELOPMENT LLC,2.0,27.0
5726,ZIMY ELECTRONICS  INC.,2.0,6.0
5727,DCI SYSTEMS GROUP INC,2.0,6.0
5728,ALL DADE PLUMBING & SPRINKLERS INC,2.0,45.5
5729,BRG Construction LLC,2.0,20.5
5730,6IX PROJECT DEVELOPMENT LLC,2.0,21.0
5731,Industrial Network Communications Inc.,2.0,38.5
5732,Jimenez Fence Inc.,2.0,51.0
5733,Total Equipment Service  Inc.,2.0,0.0
5734,1A COOLING CONTROL LLC.,2.0,0.0
5735,JVS Dream Builders LLC,2.0,22.0
5736,Florida Electrical Services LLC,2.0,138.5
5737,A & G CAULKING & WATERPROOFING  INC.,2.0,15.0
5738,474REYNOLDS SOLUTIONS LLC,2.0,98.5
5739,EL BISEL GLASS CORP.,2.0,30.0
5740,LCS MASTER CONSTRUCTION INC,2.0,140.0
5741,Worldwide Developers Inc,2.0,126.5
5742,BELTRAN CONSTRUCTION GROUP INC,2.0,81.0
5743,Metro Express Inc.,2.0,93.5
5744,Emechard LLC,2.0,5.0
5745,Solis Electrical Inc.,2.0,89.5
5746,Climatrol Quality Aluminum Products Inc.,2.0,122.5
5747,ELITAN AIR CONDITIONING CORP,2.0,0.0
5748,BARRIOS Air Conditioning Inc,2.0,444.0
5749,FLORIDA FLOOR RESTORATION INC.,2.0,2.5
5750,Perez Carlos E LLC DBA Carlos E. Perez Irrigation,2.0,55.5
5751,REMOTRACTS INC,2.0,9.5
5752,B.W.B CUSTOMS INC,2.0,85.5
5753,Y & C Quality Services Inc,2.0,50.0
5754,A.S.K. CABLE COMMUNICATIONS  INC.,2.0,33.5
5755,JP General Group Corp,2.0,8.0
5756,ATLAS DOOR & GATE INC,2.0,170.5
5757,ARTELC CORP,2.0,291.5
5758,UNIVERSAL WATERPROOFING LLC DBA,2.0,1.0
5759,THE ALARM COMPANY LLC,2.0,40.0
5760,PRO SOUND  INC.,2.0,15.5
5761,Republic Roofing & Insulation Contractors LLC,2.0,26.5
5762,The Specialist Of Aventura,2.0,43.5
5763,VAUGHN BAY CONSTRUCTION,2.0,119.5
5764,ALENIWA CORP,2.0,12.0
5765,SOUTHERN CHUTE INC,2.0,13.5
5766,HYVAC Mechanical Services INC.,2.0,390.5
5767,JAGER INTERNATIONAL INC,2.0,15.0
5768,Kendale Air Conditioning,2.0,0.5
5769,BRADLEY HEATING & AIR CONDITIONING INC,2.0,35.0
5770,Debeche Construction  CORP,2.0,84.5
5771,Miami Engineering Services Inc.,2.0,115.5
5772,PLUMBING MASTERS SERVICE CORP,2.0,529.0
5773,DOUBLE P. CONSTRUCTION  INC.,2.0,923.5
5774,DATEL CORPORATION,2.0,7.5
5775,KENCO SIGN AND AWNING LLC,2.0,22.5
5776,FERGUSON CABLING CORPORATION,2.0,16.5
5777,PLAYGROUND GUYS INC,2.0,202.5
5778,OLD SCHOOL HOME IMPROVEMENTS LLC,2.0,0.0
5779,MAINTENX  INTERNATIONAL SERVICE MANAGEMENT GROUP,2.0,135.0
5780,RANDY RUSHING PLUMBING LLC,2.0,27.5
5781,AMERICOLD LLC,2.0,44.5
5782,NEED PERMITS INC,2.0,49.5
5783,RAY QUALMANN MARINE CONSTRUCTION INC,2.0,46.0
5784,ADIVO CONSTRUCTION CORP,2.0,72.0
5785,TD ROOFING & WATERPROOFING LLC,2.0,3.5
5786,ICE TECH AIR CONDITION LLC,2.0,0.0
5787,N SQUARE  INC.,2.0,41.5
5788,V ORNAMENTAL  LLC,2.0,62.5
5789,ABO Engineering Contractors Corp.,2.0,27.5
5790,EZ BLOCK CONSTRUCTION CORP,2.0,1274.0
5791,NATION 1 REAL ESTATE  INC. dba NATION 1 Handyman Services Inc,2.0,33.5
5792,LARTON CLASSIC  INC,2.0,34.5
5793,TASHCON CORPORATION,2.0,167.5
5794,STANSELL PROPERTIES & DEVELOPMENT,2.0,111.5
5795,Performance Glass,2.0,48.0
5796,Summit General Construction LLC,2.0,134.0
5797,Braun Electric Inc,2.0,71.0
5798,AT FLOORING AND CONSULTING LLC,2.0,9.0
5799,APS OF HOLLYWOOD LLC,2.0,297.0
5800,Sentinel Fire Protection and Service Company Inc,2.0,21.5
5801,Solidum Builders LLC,2.0,222.0
5802,SAFE STEP WALK IN TUB CO,2.0,69.0
5803,Nunez Construction  Inc.,2.0,66.5
5804,EARLYMAN CONSTRUCTION LLC,2.0,230.5
5805,ZANKEY CONSTRUCTION CORP,2.0,30.0
5806,VDI CONTRACTORS OF FLORIDA INC,2.0,160.0
5807,ALT Electrical Contractors  Inc.,2.0,39.0
5808,RGEN ENTERPRISES  LLC,2.0,144.5
5809,ALL SOLUTIONS CONSTRUCTION LLC,2.0,467.5
5810,EBL PARTNERS  LLC.,2.0,54.5
5811,Coldspell A/C,2.0,497.0
5812,S P P Construction Inc.,2.0,26.5
5813,Prime Contractor Services LLC,2.0,175.0
5814,CP DESIGN BUILD SERVICES LLC,2.0,66.5
5815,Mega Construction Group Inc.,2.0,25.5
5816,DONOVAN PLUMBING SERVICE  INC.,2.0,247.5
5817,AYE AYE CONSTRUCTION LLC,2.0,167.0
5818,BRINMAR CONSTRUCTION AND DEVELOPMENT GROUP  LTD,2.0,392.5
5819,Victor Flooring Corporation,2.0,4.5
5820,BLUE DOOR CONTRACTORS  INC,2.0,789.5
5821,PRECAST WALL SYSTEMS INC,2.0,63.5
5822,OUTDOOR MIAMI INC,2.0,97.0
5823,NIRCO LLC,2.0,58.0
5824,VAST AIR CONCEPTS,2.0,3.0
5825,BEM INDUSTRIES LLC,2.0,43.0
5826,KELLER INSPECTIONS CO. dba KELLER ROOFING & INSPECTIONS,2.0,81.5
5827,SOURCE REMODELING  LLC,2.0,50.0
5828,Alarm Masters Corp.,2.0,4.5
5829,STACON ELECTRIC INC,2.0,3.0
5830,STAR AIR CONDITIONING  CORP.,2.0,149.5
5831,Air Duct Tech Corp.,2.0,182.0
5832,TECH CONSTRUCTION GROUP INC,2.0,155.0
5833,RESIDENTIAL AIR CONDITIONING  CORP.,2.0,3.0
5834,JAMPRO DEMOLITION INC,2.0,318.0
5835,MECA CONTRACTORS INC,2.0,155.0
5836,Black Fire Protection  Inc.,2.0,9.5
5837,CONSTRUCTA GROUP PROPERTY SERVICES INC.,2.0,192.5
5838,Towers Mechanical LLC,2.0,215.0
5839,BRICK PAVER GROUP INC.,2.0,1710.5
5840,COMMERCIAL COMMUNICATIONS AND SECURITY INTEGRATORS  LLC,2.0,16.5
5841,OCEAN CONSTRUCTION CORP,2.0,8.5
5842,All In One Diaz Corporation,2.0,22.0
5843,STRATICON LLC dba STRATICON CONSTRUCTION SERVICES,2.0,30.5
5844,NEOS DEVELOPMENT LLC,2.0,72.5
5845,Continental Air Conditioning  Inc,2.0,218.0
5846,ALL COUNTY PLUMBING CONTRACTORS INC.,2.0,82.5
5847,TURA BUILDERS CORP,2.0,95.0
5848,AAA Computer Service Inc,2.0,10.0
5849,ARCBUILDERS AND GROUP INCORPORATED,2.0,114.0
5850,Lambert Bros Inc.,2.0,545.0
5851,Tuduri Electrical Contractor Inc,2.0,194.0
5852,B. ALLEN GROUP  LLC,2.0,55.0
5853,A & R EQUIPMENT CORP.,2.0,420.0
5854,Pro Plumbers Inc.,2.0,621.0
5855,Core Construction Systems Inc,2.0,31.0
5856,BESTWEBRUS LLC,2.0,38.0
5857,SHOWTIME AUDIO & VIDEO INC.,2.0,6.5
5858,Design Communications  Ltd South Corporation,2.0,262.5
5859,H & H INTERNATIONAL DEV GROUP INC,2.0,516.5
5860,HARDTOP ROOFING CORP,2.0,23.0
5861,US SOUTH UNDERGROUND UTILITY & PAVING  INC,2.0,87.5
5862,DEEP BLUE AIR AND WATER  INC.,2.0,93.5
5863,Florida Network Solutions Inc,2.0,6.5
5864,P & J CONSTRUCTION MANAGEMENT CORP.,2.0,155.5
5865,Securicom Corp,2.0,0.0
5866,EAGLE BRICK CONSTRUCTION  INC,2.0,26.0
5867,Accurate Fire Sprinklers Installations Inc.,2.0,30.0
5868,Rays Electrical Supplies Inc.,2.0,0.5
5869,Advanced Construction Services Group  Inc.,2.0,129.5
5870,ENERGY MANAGEMENT ELECTRICAL CONTRACTORS INC,2.0,66.0
5871,STALEY  INC,2.0,22.0
5872,Alabama Roofing Company INC.,2.0,7.5
5873,TARGET TEMP REFRIGERATION CORP,2.0,1.5
5874,J TECH SECURITY CO,2.0,387.0
5875,JAE CONSTRUCTION GROUP INC,2.0,13.5
5876,IMAGE ELEVATOR INC,2.0,16.5
5877,RELIABLE SERVICES OF PALM BEACH INC,2.0,20.0
5878,SNYDER CONSTRUCTION INC,2.0,65.5
5879,The Rinaldi Group of Florida  LLC,2.0,369.5
5880,ACCURATE GAS SERVICE CORP,2.0,511.0
5881,GRJ FLORIDA LLC,2.0,619.5
5882,GENESIS ELECTRICAL CORP,2.0,314.5
5883,REINFORCE STRUCTURES INC,2.0,59.5
5884,Victory Engineers and  General Contractors LLC,2.0,65.0
5885,Marrero & Son Construction LLC,2.0,583.0
5886,CRITICAL ENERGY SERVICES INC,2.0,18.0
5887,G & R PLUMBING INC,2.0,426.0
5888,SM Interconsulting LLC,2.0,13.0
5889,MASTEC NORTH AMERICA  INC.,2.0,15.0
5890,Modern Stones LLC,2.0,6.5
5891,ACE AIR CONDITIONING  INC.,2.0,164.5
5892,TRANS OCEAN REALTY  INC.,2.0,41.0
5893,Empire Roofing Company Southeast LLC,2.0,22.0
5894,ARO Electrical Contractor Inc.,2.0,557.5
5895,MASTER CRAFTMAN POOLS INC,2.0,22.0
5896,D.A.N.C BUILDERS UNLIMITED LLC,2.0,41.5
5897,JOVIL ROOFING  CORP.,2.0,41.5
5898,JC PRO AIR AND DUCTS dba SOUTH FLORIDA DUCTS,2.0,217.5
5899,EMS ROLLOFF INC  DBA EMS CONSTRUCTION,2.0,468.0
5900,CBE Air Services,2.0,390.5
5901,QUANTUM DEVELOPMENT GROUP  CORP.,2.0,163.0
5902,Americas Technical Service Inc,2.0,172.5
5903,BMRP Plumbing Corporation,2.0,288.0
5904,TRIPLE J ROOFING INC,2.0,11.5
5905,AMERICAN BUILDERS LLC,2.0,137.5
5906,AZ Builds,2.0,127.5
5907,Island Construction Group Inc.,2.0,188.5
5908,TD SERVICES OF SOUTH FLORIDA INC,2.0,1.5
5909,BROTEN GARAGE DOOR SALES INC,2.0,11.0
5910,SAN CRISTOBAL AIR CONDITIONING  CORP.,2.0,396.0
5911,Maury Engineering & Construction Group  INC.,2.0,143.5
5912,W. Sebastiani  Inc,2.0,12.0
5913,Capital Industries Associates Inc,2.0,20.5
5914,John Beach Construction Inc.,2.0,780.5
5915,RUMAR ELECTRIC & MAINTENANCE INC,2.0,250.0
5916,ETC UNLIMITED INC.,2.0,79.5
5917,ALL ABOUT DOORS & FLOORS INC.,2.0,44.5
5918,Thecon Electric Inc.,2.0,114.0
5919,BTB Electric  LLC,2.0,248.5
5920,D2 CONSTRUCTION INC,2.0,161.5
5921,SPORTS SYSTEMS INTERNATIONAL INC,2.0,27.5
5922,TRICOASTAL CONSTRUCTION LLC,2.0,234.0
5923,I G W T CONSTRUCTION INC,2.0,277.0
5924,POWER POINT ELECTRIC  INC,2.0,204.0
5925,Jocy Construction & Design Corp.,2.0,8.0
5926,AMG FLOORING & PAINT  INC,2.0,5.5
5927,MERIDIAN VENTURE GROUP INC,2.0,43.5
5928,RPS ELECTRIC  INC,2.0,76.5
5929,KINGS III of America  LLC,2.0,3.5
5930,CONSTRUCTION SOLUTIONS OF SOUTH FLORIDA INC,2.0,86.5
5931,Tim Brown Plumbing  Inc,2.0,189.0
5932,Jador International Corp,2.0,0.0
5933,LDM CONSTRUCTION AND DEVELOPMENT LLC,2.0,119.0
5934,Invictus Alarms LLC,2.0,0.0
5935,TURNING POINT AIR CONDITIONING INC,2.0,0.5
5936,MAXLEVEL ELECTRIC INC,2.0,4.5
5937,Winston Ricketts & Associates Inc.,2.0,64.5
5938,COASTLINE WHOLESALE SIGNS AND LED DISPLAYS LLC,2.0,23.0
5939,GENESIS ALLIANCE GROUP LLC,2.0,463.0
5940,BLOSSMAN GAS OF LOUISIANA INC,2.0,382.5
5941,GO GREEN ELECTRIC LLC,2.0,99.5
5942,Penton Builders,2.0,63.5
5943,Herbert Plumbing Contractors,2.0,237.0
5944,US FLOORS INSTALLATIONS LLC,2.0,25.0
5945,J.C. & Associates Group Inc,2.0,163.0
5946,Cojimar Corp,2.0,15.0
5947,AERO CONSTRUTION & CONSULTANTS  LLC,2.0,343.5
5948,FISEC TECHNOLOGY CONVERGENCE LLC,2.0,17.5
5949,JNC CONSTRUCTION  INC.,2.0,144.5
5950,Docktek Marine LLC,2.0,242.5
5951,Clearview Impact Systems,2.0,18.5
5952,NEXT LEVEL RENOVATIONS & CONSTRUCTION LLC,2.0,25.0
5953,DRAGONFLY INC,2.0,10.0
5954,TURO ROOFING  LLC,2.0,21.5
5955,MIAMI DRYWALL & STUCCO  INC,2.0,22.5
5956,YORK INDUSTRIES INC.,2.0,106.5
5957,Smart Electric Inc,2.0,13.0
5958,SUNECTRIC SOLAR  LLC,2.0,35.0
5959,ELECTRICAL EXPRESS SERVICES CORP,2.0,32.5
5960,AWNING & SIGN CONTRACTORS,2.0,89.0
5961,Urban Ko Inc,2.0,0.5
5962,RELIANT FIRE SYSTEMS  INC,2.0,98.5
5963,TVI CONSTRUCTION  CORP,2.0,21.0
5964,FIRC STATE ROOFING INC,2.0,82.0
5965,RAY FLORIDA ROOFING LLC,2.0,28.0
5966,TUTOR PERINI CORPORATION,2.0,481.0
5967,A1 Veloz Contractor Inc,2.0,25.0
5968,All Florida Kings Irrigation Systems Inc.,2.0,9.5
5969,Electricians On Call Corp,2.0,109.5
5970,JVP Construction Group Inc,2.0,22.0
5971,DORRIS CONSTRUCTION MANAGEMENT INC,2.0,77.5
5972,BUTTERFIELD & MITCHELL CONSTRUCTION  LLC DBA BAM CONSTRUCTION,2.0,76.5
5973,Yeshua DD & C Inc,2.0,146.5
5974,A FIRE PROFESSIONALS LLC,2.0,25.0
5975,R J SPENCER CONSTRUCTION LLC,2.0,80.5
5976,AirRef Co.,2.0,507.5
5977,THE WALKER CONTRACTING GROUP INC,2.0,354.5
5978,INTEGRITY SERVICES INTERNATIONAL.CORP,2.0,3.5
5979,Continental Glass Systems LLC,2.0,99.0
5980,A. ZECHEL CONSTRUCTION COMPANY  INC.,2.0,421.5
5981,Bravos Roofing Inc.,2.0,62.5
5982,GG Renovation,2.0,118.0
5983,FAMILY ELECTRIC,2.0,66.5
5984,DANART AC AND REFRIGERATION CO,2.0,0.0
5985,FPC American LLC DBA Air by US,2.0,459.5
5986,R2 Builders Inc,2.0,88.0
5987,ayala suarez trans corp,2.0,10.5
5988,PROSERV AMERICA LLC,2.0,6.5
5989,A.R. GLAZIER GLASS & ALUMINUM PRODUCTS CORP,2.0,18.0
5990,Lifeguard Plumbing Corp.,2.0,0.0
5991,MONTENEGRO CONSTRUCTION INC,2.0,2.5
5992,Supreme Elevator Service Corp,2.0,10.0
5993,HOLT LEE CONSTRUCTION INC,1.0,42.0
5994,ARCHADECKOUTDOOR LIVING,1.0,51.0
5995,TALK 2 ME COMMUNICATIONS INC,1.0,33.0
5996,FLORIDA PAVEMENT SERVICES  INC,1.0,51.0
5997,R & A unlimited Electrical Contractors Inc.,1.0,29.0
5998,FIRST CHOICE DRAIN AND LEAK SPECIALIST  INC,1.0,417.0
5999,AAGG INVESTMENT LLC,1.0,5.0
6000,SOUTHERN FIRE PROTECTION OF PALM BEACH  INC,1.0,38.0
6001,WALLACE AIR CONDITIONING SERVICE   INC,1.0,0.0
6002,VORTEX AIR CONDITIONING,1.0,0.0
6003,PRIME GROUP ENTEPRISES INC,1.0,32.0
6004,Roca Dura Inc.,1.0,71.0
6005,ZICAROS PLUMBING SERVICES  INC,1.0,172.0
6006,Master Plaster  Inc.,1.0,12.0
6007,MIAMI BEACH RESTORATION   INC,1.0,79.0
6008,N M P CONSTRUCTION & REMODELING INC,1.0,726.0
6009,Contierra Engineering Contractors,1.0,48.0
6010,EAST COAST AIR CONDITIONING & REFRIGERATION INC.,1.0,0.0
6011,FIOCCHI GROUP LLC,1.0,212.0
6012,U. S. REMODELERS  INC.,1.0,51.0
6013,HAMMER CONSTRUCTION CORP,1.0,16.0
6014,RESTORATION PRO CONTRACTORS LLC,1.0,42.0
6015,NAZCA CONSTRUCTION LLC,1.0,15.0
6016,Winthrop Electric Company,1.0,71.0
6017,Hernandez Lawn Sprinklers Corp.,1.0,109.0
6018,UPDATEDROPAC SECURITY PRODUCTS  INC.,1.0,0.0
6019,MEGAWATTAGE LLC,1.0,71.0
6020,AUM Construction Inc,1.0,210.0
6021,Mills Electric Service Inc,1.0,13.0
6022,INFINTY WOOD FLOORS INC,1.0,13.0
6023,HAYDEN PROFESSIONAL SERVICES INC,1.0,53.0
6024,MP CONSTRUCTION GROUP LLC,1.0,38.0
6025,A Navas Party Production Inc.,1.0,67.0
6026,AFFORDABLE BUDGET PLUMBING INC.,1.0,140.0
6027,Mainely Plumbing Inc,1.0,1385.0
6028,FULL PLUMBING,1.0,754.0
6029,A RUIZ KASBAR CONSTRUCTION COMPANY DBA ARK CONSTRUCTION COMPANY,1.0,203.0
6030,Harmath Inc,1.0,23.0
6031,DALEY ROOFING INC,1.0,57.0
6032,Ocean View Renovations  LLC,1.0,35.0
6033,B.L.D. CONSTRUCTION  INC.,1.0,5.0
6034,THE BANNERMAN GROUP INC,1.0,1.0
6035,JVV ROOFING LLC,1.0,65.0
6036,AIR COMPRESSOR WORKS INC,1.0,171.0
6037,TORNADO ROOFING & CONTRACTING INC,1.0,70.0
6038,SOUTHERN INTERGRATED SYSTEMS LLC,1.0,147.0
6039,RIGHTWAY CONSTRUCTION CONS INC,1.0,0.0
6040,SILVER STAR 1  INC,1.0,0.0
6041,Nu Tech Electricity Inc,1.0,328.0
6042,Oasis Mechanical Corp,1.0,167.0
6043,Atlantic Plumbing Inc,1.0,67.0
6044,CARRICK CONTRACTING CORPORATION,1.0,30.0
6045,GOLD COAST CONSTRUCTION COMPANY,1.0,44.0
6046,LAMINATE FLOORING INC,1.0,0.0
6047,DREAM HOME CONTRACTORS INC,1.0,69.0
6048,SANTO MARCO CONSTRUCTION  INC.,1.0,8.0
6049,GREENTECH AIR INC,1.0,128.0
6050,WAJD INC,1.0,695.0
6051,DRAFTPROS  INC,1.0,45.0
6052,LAMBERT TECHNOLOGIES LLC,1.0,0.0
6053,Habitat Solutions Group,1.0,14.0
6054,Mowzoon Development,1.0,172.0
6055,WOOD FLOORING INSTALLATIONS LLC,1.0,0.0
6056,ALL SMOOTH LAWN MAINTENANCE & ALL SMOOTH IRRIGATION,1.0,232.0
6057,ALLTECH ROOFING 1 INC.,1.0,49.0
6058,B A Garage Doors Inc.,1.0,18.0
6059,VIP CONSTRUCTION GROUP LLC,1.0,71.0
6060,GMG CONSTRUCTION CONSULTING NC,1.0,186.0
6061,PERELLO CONSTRUCTION INC,1.0,89.0
6062,PRO TECHNICAL SUPPORT CORPORATION,1.0,17.0
6063,GLOBAL MECHANICAL INC,1.0,381.0
6064,FLORIDA PIPELINING SOLUTIONS  LLC.,1.0,0.0
6065,DNS AIR INC,1.0,12.0
6066,White Star Enterprises Inc,1.0,12.0
6067,CBN GROUP INC,1.0,104.0
6068,AZULEJO  INC.,1.0,141.0
6069,ROOFING AND CONSTRUCTION  CORP,1.0,26.0
6070,LAURY LEE ELECTRIC INC.,1.0,20.0
6071,J M R CONSTRUCTION CO INC,1.0,4.0
6072,STAN KENYAZ,1.0,134.0
6073,Awnings & Shades International Inc.,1.0,96.0
6074,HARTMAN WINDOWS AND DOORS LLC,1.0,195.0
6075,HONCA ROOFING  INC.,1.0,35.0
6076,Apex Fire Protection Inc.,1.0,0.0
6077,PILAR SERVICE INC,1.0,2.0
6078,W DEVELOPMENT GROUP LLC,1.0,103.0
6079,LEALMAX TECH INC,1.0,368.0
6080,JCAB ENTERTPRISES INC,1.0,19.0
6081,OCEANS ROOFING ENTERPRISES INC,1.0,26.0
6082,Bilmar Electric Inc,1.0,72.0
6083,RMO Builders LLC,1.0,17.0
6084,A.V.I. CONTRACTORS INC,1.0,403.0
6085,Alliance Retail Construction Inc,1.0,97.0
6086,ALUMINUM GLASS PRECISION LLC,1.0,30.0
6087,TROPICAL TILE & MARBLE DISTRIBUTORS  INC.,1.0,1.0
6088,Veracastell Services Corp,1.0,55.0
6089,AWNING WAY PRODUCTION INC,1.0,83.0
6090,Marclite Electric Inc,1.0,10.0
6091,KELLY AC LLC,1.0,215.0
6092,META REMODELING CO,1.0,5.0
6093,ROSELLOS ELECTRONICS INC.,1.0,0.0
6094,Central Air Control  INC.,1.0,0.0
6095,Paletz Roofing and Inspections Inc.,1.0,29.0
6096,US AIR HEATING AND AIR CONDITIONING SERVICES P L.LC,1.0,189.0
6097,CENTURY PAINTING CONTRACTORS INCORPORATED,1.0,0.0
6098,AEGB ENGINEERING & GENERAL CONTRACTORS BUILDING SERVICE INC,1.0,241.0
6099,AIR SERVICE INC,1.0,41.0
6100,HIGHRIVER HOUSE  INC DBA/ PROLIFT DOORS OF MIAMI,1.0,3.0
6101,S&B POWER ELECTRIC LLC,1.0,109.0
6102,LLOYDYON AWNINGS LLC,1.0,168.0
6103,J&L ADVANCED PLUMBING INC,1.0,209.0
6104,CEILING USA INC,1.0,89.0
6105,ACCOLADE CONSTRUCTION COMPANY LLC,1.0,85.0
6106,Guttermans Services Inc,1.0,3.0
6107,HACKERS AIR CONDITIONING AND APPLIACNE SERVICE INC,1.0,591.0
6108,AJS MARBLE AND TILE INC,1.0,28.0
6109,A & M CONTROL SYSTEMS LLC,1.0,62.0
6110,Carrandi Electric Services Inc.,1.0,809.0
6111,SAWGRASS ELECTRIC  INC.,1.0,18.0
6112,PRESTIGE ORNAMENTAL SERVICES LLC,1.0,29.0
6113,MAINLINE PLUMBING SERVICE INC,1.0,83.0
6114,AIR DEFINITION INC.,1.0,1147.0
6115,Apcon Construction LLC,1.0,95.0
6116,ARES CONSTRUCTION CORP,1.0,338.0
6117,Art Remodeling & Construction Corp,1.0,128.0
6118,Macadini Builders Inc.,1.0,8.0
6119,VITA CONSTRUCTION LLC,1.0,126.0
6120,BUILDING RESTORATION TECHNOLOGIES INC,1.0,71.0
6121,DESIGNONE ELECTRICAL CONTRACTOR INC,1.0,0.0
6122,Electro Services and Electrical Contract,1.0,1.0
6123,PALM SOLAR SYSTEMS LLC,1.0,26.0
6124,BILL DAVIS ELECTRIC INC,1.0,0.0
6125,WHITE STAR AIR CONDITIONING CORP,1.0,974.0
6126,BRIAN MATTHEW PATTON INC,1.0,82.0
6127,PERFECT CHOICE BUILDING INC.,1.0,25.0
6128,Atlantic Alarms  INC.,1.0,4.0
6129,BILL SCHROT BUILDING CONTRACTOR LLC,1.0,0.0
6130,KNK CONSTRUCTION & ENGINEERING  INC,1.0,7.0
6131,AJ AIR SERVICE  INC,1.0,0.0
6132,ENGINEERED COMFORT SOLUTIONS INC.,1.0,300.0
6133,NIS LANDSCAPE AND IRRIGATION INC.,1.0,1.0
6134,JAMES MCHUGH CONSTRUCTION CO,1.0,8.0
6135,TSC SOUTHEAST LLC,1.0,85.0
6136,HOWARD HALL ELECTRIC,1.0,57.0
6137,HORTICULTURAL SERVICES OF SOUTH FLORIDA INC,1.0,3.0
6138,All Florida Plumbing Corp.,1.0,0.0
